"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"ZEEL","EQ","15-Nov-2018","        435.20","        438.20","        444.60","        433.20","        440.00","        441.20","        438.50","    2526406","          1107825525.00","      61882","     912283","         36.11"
"ZEEL","P2","15-Nov-2018","          7.80","          7.65","          7.80","          7.65","          7.80","          7.80","          7.75","    1115048","             8641617.20","         22","    1115048","        100.00"
"ZEEL","EQ","16-Nov-2018","        441.20","        444.00","        451.50","        435.50","        444.00","        443.60","        444.47","    2982959","          1325838821.00","      91205","    1268158","         42.51"
"ZEEL","P2","16-Nov-2018","          7.80","          7.70","          7.80","          7.70","          7.75","          7.75","          7.79","     450822","             3512884.20","         19","     400260","         88.78"
"ZEEL","EQ","19-Nov-2018","        443.60","        449.95","        449.95","        438.25","        447.00","        446.80","        444.57","    1776424","           789751183.30","      36515","     570333","         32.11"
"ZEEL","P2","19-Nov-2018","          7.75","          7.70","          7.80","          7.70","          7.70","          7.70","          7.75","     580243","             4495372.00","         16","     560237","         96.55"
"ZEEL","EQ","20-Nov-2018","        446.80","        444.80","        451.95","        440.75","        449.00","        448.10","        448.28","    1677610","           752044794.85","      46960","     874788","         52.14"
"ZEEL","P2","20-Nov-2018","          7.70","          7.70","          7.75","          7.65","          7.65","          7.65","          7.70","      52428","              403584.35","          9","      52326","         99.81"
"ZEEL","EQ","21-Nov-2018","        448.10","        450.80","        450.80","        435.60","        440.00","        438.70","        441.44","    4199188","          1853686892.95","      62396","    1954301","         46.54"
"ZEEL","P2","21-Nov-2018","          7.65","          7.65","          7.70","          7.65","          7.70","          7.70","          7.70","     101026","              777848.90","          9","     101026","        100.00"
"ZEEL","EQ","22-Nov-2018","        438.70","        440.10","        460.35","        440.10","        457.25","        458.85","        454.21","    7795070","          3540635827.75","     110890","    3080275","         39.52"
"ZEEL","P2","22-Nov-2018","          7.70","          7.70","          7.70","          7.65","          7.65","          7.65","          7.65","        550","                4210.05","          5","        550","        100.00"
"ZEEL","EQ","26-Nov-2018","        458.85","        465.00","        470.00","        458.70","        461.45","        461.60","        463.81","    4394459","          2038184390.35","      79026","    1323115","         30.11"
"ZEEL","P2","26-Nov-2018","          7.65","          7.75","          7.75","          7.60","          7.60","          7.65","          7.67","     498649","             3824389.80","         11","     498649","        100.00"
"ZEEL","EQ","27-Nov-2018","        461.60","        458.00","        463.00","        452.85","        458.55","        459.30","        458.55","    1592419","           730204384.50","      33259","     419767","         26.36"
"ZEEL","P2","27-Nov-2018","          7.65","          7.65","          7.65","          7.60","          7.60","          7.60","          7.60","        970","                7372.50","          5","        970","        100.00"
"ZEEL","EQ","28-Nov-2018","        459.30","        459.80","        481.90","        459.20","        477.55","        477.45","        475.15","    8684139","          4126300127.35","     143758","    4086619","         47.06"
"ZEEL","P2","28-Nov-2018","          7.60","          7.65","          7.70","          7.65","          7.70","          7.70","          7.70","     115197","              887007.10","         10","     115197","        100.00"
"ZEEL","EQ","29-Nov-2018","        477.45","        480.40","        496.30","        480.05","        484.00","        482.15","        486.21","    5908504","          2872801742.90","      85443","    2001533","         33.88"
"ZEEL","P2","29-Nov-2018","          7.70","          7.70","          7.70","          7.65","          7.65","          7.65","          7.65","      25706","              196652.90","         15","      25706","        100.00"
"ZEEL","EQ","30-Nov-2018","        482.15","        486.05","        496.70","        485.00","        487.65","        488.60","        490.56","    5134455","          2518778155.75","     124275","    2312538","         45.04"
"ZEEL","P2","30-Nov-2018","          7.65","          7.65","          7.70","          7.60","          7.70","          7.70","          7.65","     720210","             5510517.65","         17","     720210","        100.00"
"ZEEL","EQ","03-Dec-2018","        488.60","        492.80","        499.35","        472.85","        476.65","        475.30","        485.15","    2943614","          1428104094.80","      49865","     820067","         27.86"
"ZEEL","P2","03-Dec-2018","          7.70","          7.70","          7.70","          7.60","          7.65","          7.65","          7.65","     601977","             4605146.75","         17","     601977","        100.00"
"ZEEL","EQ","04-Dec-2018","        475.30","        478.00","        488.85","        471.60","        483.00","        485.15","        480.53","    2278015","          1094655178.95","      45798","     884445","         38.83"
"ZEEL","P2","04-Dec-2018","          7.65","          7.65","          7.65","          7.60","          7.60","          7.60","          7.65","     303453","             2321275.80","         14","     303453","        100.00"
"ZEEL","EQ","05-Dec-2018","        485.15","        481.40","        484.40","        474.10","        479.00","        477.40","        478.65","    1335099","           639043745.25","      37108","     360377","         26.99"
"ZEEL","P2","05-Dec-2018","          7.60","          7.60","          7.65","          7.60","          7.65","          7.65","          7.65","     100297","              767269.95","         10","     100255","         99.96"
"ZEEL","EQ","06-Dec-2018","        477.40","        476.50","        480.80","        462.75","        468.30","        468.25","        472.98","    3184476","          1506187869.55","      51002","    1220677","         38.33"
"ZEEL","P2","06-Dec-2018","          7.65","          7.70","          7.70","          7.60","          7.65","          7.65","          7.64","       8901","               68003.65","         16","       7107","         79.84"
"ZEEL","EQ","07-Dec-2018","        468.25","        468.00","        483.90","        467.00","        477.50","        477.40","        478.46","    2945851","          1409477656.55","      57380","     802438","         27.24"
"ZEEL","P2","07-Dec-2018","          7.65","          7.65","          7.70","          7.65","          7.65","          7.65","          7.65","       2202","               16846.85","          7","       2171","         98.59"
"ZEEL","EQ","10-Dec-2018","        477.40","        470.00","        474.05","        463.75","        465.20","        466.15","        467.95","    1359195","           636031502.50","      24487","     331994","         24.43"
"ZEEL","P2","10-Dec-2018","          7.65","          7.70","          7.70","          7.65","          7.65","          7.65","          7.68","     731409","             5620849.30","         15","     721409","         98.63"
"ZEEL","EQ","11-Dec-2018","        466.15","        463.70","        482.50","        463.35","        478.50","        478.90","        474.78","    3315576","          1574155332.15","      49990","    1455372","         43.89"
"ZEEL","P2","11-Dec-2018","          7.65","          7.65","          7.70","          7.60","          7.60","          7.60","          7.63","    1717288","            13097253.30","         43","    1692288","         98.54"
"ZEEL","EQ","12-Dec-2018","        478.90","        480.05","        483.95","        476.25","        481.55","        481.80","        480.13","    1666841","           800298673.15","      32176","     327596","         19.65"
"ZEEL","P2","12-Dec-2018","          7.60","          7.60","          7.70","          7.60","          7.65","          7.65","          7.63","        367","                2801.90","          5","        367","        100.00"
"ZEEL","EQ","13-Dec-2018","        481.80","        483.00","        496.00","        483.00","        492.80","        493.70","        489.98","    2765088","          1354843711.95","      51556","    1317298","         47.64"
"ZEEL","P2","13-Dec-2018","          7.65","          7.70","          7.70","          7.60","          7.65","          7.65","          7.66","      14559","              111587.55","         11","       9059","         62.22"
"ZEEL","EQ","14-Dec-2018","        493.70","        491.00","        494.95","        482.00","        485.55","        489.45","        489.76","    3480276","          1704503167.25","      74329","    1870537","         53.75"
"ZEEL","P2","14-Dec-2018","          7.65","          7.60","          7.70","          7.60","          7.70","          7.70","          7.61","       1493","               11357.10","          7","       1493","        100.00"
"ZEEL","EQ","17-Dec-2018","        489.45","        485.10","        506.90","        483.75","        498.15","        501.85","        494.48","    2230134","          1102761645.65","      39273","     820432","         36.79"
"ZEEL","P2","17-Dec-2018","          7.70","          7.70","          7.70","          7.60","          7.60","          7.60","          7.60","       1440","               10944.10","         10","       1440","        100.00"
"ZEEL","EQ","18-Dec-2018","        501.85","        498.00","        498.00","        454.05","        459.70","        462.70","        469.78","   14368480","          6750059701.05","     171125","    2580935","         17.96"
"ZEEL","P2","18-Dec-2018","          7.60","          7.65","          7.70","          7.60","          7.60","          7.60","          7.61","     715116","             5439732.60","         24","     679096","         94.96"
"ZEEL","EQ","19-Dec-2018","        462.70","        461.00","        472.80","        447.00","        466.50","        465.15","        460.02","   14077750","          6475998488.00","     166291","    1256724","          8.93"
"ZEEL","P2","19-Dec-2018","          7.60","          7.65","          7.70","          7.60","          7.65","          7.65","          7.61","     767790","             5839320.60","         30","     717770","         93.49"
"ZEEL","EQ","20-Dec-2018","        465.15","        465.50","        469.80","        456.85","        461.50","        461.95","        462.49","    4191791","          1938661877.25","      64154","     834771","         19.91"
"ZEEL","P2","20-Dec-2018","          7.65","          7.65","          7.70","          7.65","          7.65","          7.65","          7.69","      40298","              309718.25","         13","      40298","        100.00"
"ZEEL","EQ","21-Dec-2018","        461.95","        463.00","        465.50","        444.30","        446.05","        447.80","        451.44","    5119793","          2311254374.90","      86094","    1720195","         33.60"
"ZEEL","P2","21-Dec-2018","          7.65","          7.65","          7.70","          7.65","          7.65","          7.65","          7.70","     202107","             1556118.55","         10","     202107","        100.00"
"ZEEL","EQ","24-Dec-2018","        447.80","        448.00","        450.00","        435.20","        435.85","        436.75","        440.37","    4194897","          1847305515.60","      70735","     921671","         21.97"
"ZEEL","P2","24-Dec-2018","          7.65","          7.65","          7.75","          7.65","          7.70","          7.70","          7.70","     147354","             1134195.30","         12","     138728","         94.15"
"ZEEL","EQ","26-Dec-2018","        436.75","        435.85","        457.00","        431.30","        455.30","        455.05","        449.44","    9222938","          4145168138.65","     103798","    1502474","         16.29"
"ZEEL","P2","26-Dec-2018","          7.70","          7.75","          7.75","          7.60","          7.65","          7.65","          7.65","    2700137","            20658364.25","         88","    2700135","        100.00"
"ZEEL","EQ","27-Dec-2018","        455.05","        459.45","        465.95","        451.50","        464.30","        464.40","        460.94","    5809491","          2677806064.80","      69382","    1435034","         24.70"
"ZEEL","P2","27-Dec-2018","          7.65","          7.65","          7.65","          7.55","          7.55","          7.60","          7.62","    1083026","             8248836.30","         47","    1083026","        100.00"
"ZEEL","EQ","28-Dec-2018","        464.40","        461.25","        478.70","        461.25","        474.50","        474.45","        473.61","    6000271","          2841813294.35","     110341","    1527776","         25.46"
"ZEEL","P2","28-Dec-2018","          7.60","          7.70","          7.70","          7.60","          7.60","          7.60","          7.64","       7740","               59146.55","         18","       7740","        100.00"
"ZEEL","EQ","31-Dec-2018","        474.45","        475.20","        483.00","        473.05","        476.30","        476.45","        476.95","    2663133","          1270184713.45","      38332","     409361","         15.37"
"ZEEL","P2","31-Dec-2018","          7.60","          7.60","          7.70","          7.60","          7.65","          7.70","          7.66","      13568","              103997.70","         16","      11205","         82.58"
"ZEEL","EQ","01-Jan-2019","        476.45","        477.40","        481.20","        470.85","        479.70","        480.25","        476.41","    2203533","          1049778520.50","      23977","     308130","         13.98"
"ZEEL","P2","01-Jan-2019","          7.70","          7.60","          7.65","          7.60","          7.60","          7.60","          7.65","      11520","               88124.55","          5","      11520","        100.00"
"ZEEL","EQ","02-Jan-2019","        480.25","        476.05","        480.00","        462.25","        472.50","        470.25","        472.40","    2687773","          1269709425.90","      28004","     684519","         25.47"
"ZEEL","P2","02-Jan-2019","          7.60","          7.60","          7.65","          7.60","          7.60","          7.60","          7.60","     564133","             4287417.35","         23","     564133","        100.00"
"ZEEL","EQ","03-Jan-2019","        470.25","        472.50","        472.90","        457.65","        460.60","        461.45","        464.31","    3488230","          1619619779.30","      53259","     903193","         25.89"
"ZEEL","P2","03-Jan-2019","          7.60","          7.65","          7.65","          7.55","          7.55","          7.55","          7.60","     406843","             3091989.85","         15","     406843","        100.00"
"ZEEL","EQ","04-Jan-2019","        461.45","        463.00","        468.70","        455.60","        460.90","        463.95","        462.40","    2552610","          1180316040.15","      47896","     536817","         21.03"
"ZEEL","P2","04-Jan-2019","          7.55","          7.60","          7.60","          7.55","          7.55","          7.55","          7.55","    5665370","            42787807.55","         38","    5665370","        100.00"
"ZEEL","EQ","07-Jan-2019","        463.95","        469.00","        469.00","        457.50","        462.50","        462.95","        461.93","    3020561","          1395286402.70","      40400","    1006666","         33.33"
"ZEEL","P2","07-Jan-2019","          7.55","          7.65","          7.65","          7.55","          7.60","          7.60","          7.61","     117792","              895909.70","         13","     115801","         98.31"
"ZEEL","EQ","08-Jan-2019","        462.95","        462.50","        463.80","        448.75","        449.10","        451.65","        456.14","    4224183","          1926826210.10","      51554","    2414527","         57.16"
"ZEEL","P2","08-Jan-2019","          7.60","          7.60","          7.65","          7.55","          7.60","          7.60","          7.60","    1004179","             7631658.05","         41","    1004178","        100.00"
"ZEEL","EQ","09-Jan-2019","        451.65","        453.10","        461.65","        445.80","        452.00","        451.25","        453.55","    6334834","          2873153178.05","      75533","    2599955","         41.04"
"ZEEL","P2","09-Jan-2019","          7.60","          7.55","          7.60","          7.55","          7.60","          7.60","          7.58","    1258538","             9536088.10","         29","    1183438","         94.03"
"ZEEL","EQ","10-Jan-2019","        451.25","        452.50","        455.50","        448.80","        451.00","        451.35","        453.09","    3412584","          1546197536.45","      43678","    1846680","         54.11"
"ZEEL","P2","10-Jan-2019","          7.60","          7.60","          7.60","          7.55","          7.55","          7.55","          7.56","     573458","             4333208.60","         25","     573444","        100.00"
"ZEEL","EQ","11-Jan-2019","        451.35","        452.90","        455.25","        449.25","        449.75","        451.05","        451.97","    2587687","          1169558389.85","      53848","    1344767","         51.97"
"ZEEL","P2","11-Jan-2019","          7.55","          7.55","          7.55","          7.55","          7.55","          7.55","          7.55","       4450","               33597.50","         11","       4450","        100.00"
"ZEEL","EQ","14-Jan-2019","        451.05","        450.95","        451.75","        442.30","        450.65","        448.10","        446.82","    2341591","          1046260356.25","      44530","     698749","         29.84"
"ZEEL","P2","14-Jan-2019","          7.55","          7.55","          7.70","          7.55","          7.65","          7.65","          7.60","     661707","             5029346.50","         18","     658373","         99.50"
"ZEEL","EQ","15-Jan-2019","        448.10","        452.40","        463.20","        450.00","        456.55","        456.80","        457.99","    6762709","          3097278688.40","      82878","    2257788","         33.39"
"ZEEL","P2","15-Jan-2019","          7.65","          7.60","          7.65","          7.55","          7.65","          7.65","          7.60","     509187","             3870075.55","         31","     507032","         99.58"
"ZEEL","EQ","16-Jan-2019","        456.80","        467.90","        475.75","        450.20","        451.80","        452.10","        462.78","   19555435","          9049865676.20","     220963","    4288310","         21.93"
"ZEEL","P2","16-Jan-2019","          7.65","          7.65","          7.65","          7.60","          7.65","          7.65","          7.60","     258683","             1966077.80","         20","     258123","         99.78"
"ZEEL","EQ","17-Jan-2019","        452.10","        453.40","        457.05","        434.20","        440.80","        440.90","        443.85","    8620833","          3826344622.50","     163785","    3003420","         34.84"
"ZEEL","P2","17-Jan-2019","          7.65","          7.70","          7.70","          7.60","          7.65","          7.65","          7.65","     610268","             4668565.60","         23","     609579","         99.89"
"ZEEL","EQ","18-Jan-2019","        440.90","        441.80","        445.00","        436.20","        440.50","        440.30","        440.99","    4546785","          2005064235.70","      68374","    1187716","         26.12"
"ZEEL","P2","18-Jan-2019","          7.65","          7.65","          7.70","          7.65","          7.70","          7.70","          7.67","     800646","             6139957.55","         42","     800637","        100.00"
"ZEEL","EQ","21-Jan-2019","        440.30","        445.00","        445.00","        434.05","        436.25","        436.65","        437.62","    4326866","          1893508759.65","      86808","    1595978","         36.89"
"ZEEL","P2","21-Jan-2019","          7.70","          7.65","          7.65","          7.60","          7.65","          7.65","          7.65","    1001845","             7664089.90","         25","    1001845","        100.00"
"ZEEL","EQ","22-Jan-2019","        436.65","        436.00","        437.35","        420.00","        424.50","        425.25","        427.26","    6199011","          2648585129.20","     111568","    2953521","         47.65"
"ZEEL","P2","22-Jan-2019","          7.65","          7.65","          7.70","          7.65","          7.70","          7.70","          7.68","    1211767","             9305345.55","         23","    1211767","        100.00"
"ZEEL","EQ","23-Jan-2019","        425.25","        424.50","        439.80","        423.80","        430.30","        432.85","        435.36","   12987032","          5654094533.65","     117737","    6938902","         53.43"
"ZEEL","P2","23-Jan-2019","          7.70","          7.65","          7.80","          7.65","          7.75","          7.80","          7.75","    1067863","             8275936.35","         21","    1067729","         99.99"
"ZEEL","EQ","24-Jan-2019","        432.85","        433.95","        439.00","        424.35","        433.80","        433.85","        433.58","    6954715","          3015425852.90","      91966","    2216049","         31.86"
"ZEEL","P2","24-Jan-2019","          7.80","          7.75","          7.80","          7.75","          7.75","          7.75","          7.75","    1122615","             8705766.25","         20","    1072615","         95.55"
"ZEEL","EQ","25-Jan-2019","        433.85","        437.75","        439.35","        288.30","        299.70","        318.40","        353.90","   74261004","         26281042556.35","     757676","   18117711","         24.40"
"ZEEL","P2","25-Jan-2019","          7.75","          7.75","          7.75","          6.80","          6.90","          6.95","          7.55","   16310247","           123073342.50","        367","   15575898","         95.50"
"ZEEL","EQ","28-Jan-2019","        318.40","        350.20","        382.00","        320.00","        368.50","        373.30","        353.29","  121305516","         42856219940.55","    1088460","   37531534","         30.94"
"ZEEL","P2","28-Jan-2019","          6.95","          7.65","          7.85","          7.20","          7.40","          7.40","          7.32","    5713511","            41811128.70","        244","    5405496","         94.61"
"ZEEL","EQ","29-Jan-2019","        373.30","        369.90","        388.50","        362.75","        379.20","        377.40","        377.87","   37435712","         14145655180.40","     379295","    9941569","         26.56"
"ZEEL","P2","29-Jan-2019","          7.40","          7.40","          7.50","          7.40","          7.45","          7.45","          7.44","     709361","             5277545.95","         68","     658326","         92.81"
"ZEEL","EQ","30-Jan-2019","        377.40","        380.00","        391.65","        374.10","        387.15","        388.85","        383.62","   15810931","          6065382765.50","     223214","    5448959","         34.46"
"ZEEL","P2","30-Jan-2019","          7.45","          7.55","          7.55","          7.40","          7.45","          7.45","          7.45","     147907","             1102156.55","         38","     147793","         99.92"
"ZEEL","EQ","31-Jan-2019","        388.85","        390.30","        390.90","        362.30","        378.25","        380.20","        375.00","   21434530","          8037981670.80","     282203","    5902768","         27.54"
"ZEEL","P2","31-Jan-2019","          7.45","          7.30","          7.50","          7.30","          7.50","          7.50","          7.46","     853874","             6368996.85","         58","     853809","         99.99"
"ZEEL","EQ","01-Feb-2019","        380.20","        378.60","        399.85","        348.60","        352.60","        354.40","        368.37","   24540656","          9040122265.15","     261708","    9803276","         39.95"
"ZEEL","P2","01-Feb-2019","          7.50","          7.50","          7.55","          7.45","          7.50","          7.50","          7.52","    4108146","            30886211.95","         93","    4108143","        100.00"
"ZEEL","EQ","04-Feb-2019","        354.40","        344.90","        361.95","        329.10","        346.75","        347.75","        347.98","   25098014","          8733691229.55","     288704","    9100557","         36.26"
"ZEEL","P2","04-Feb-2019","          7.50","          7.50","          7.50","          7.20","          7.50","          7.50","          7.45","   24052104","           179133506.05","        167","   23393483","         97.26"
"ZEEL","EQ","05-Feb-2019","        347.75","        343.00","        369.90","        341.05","        364.65","        365.35","        357.87","   12141903","          4345165398.90","     153839","    1934171","         15.93"
"ZEEL","P2","05-Feb-2019","          7.50","          7.45","          7.50","          7.45","          7.45","          7.45","          7.45","    1943789","            14481728.05","         31","    1938788","         99.74"
"ZEEL","EQ","06-Feb-2019","        365.35","        367.00","        398.00","        367.00","        388.95","        388.00","        386.73","   25112956","          9712012675.30","     236547","    5266353","         20.97"
"ZEEL","P2","06-Feb-2019","          7.45","          7.40","          7.50","          7.40","          7.50","          7.50","          7.47","    1326038","             9909418.35","         32","    1221038","         92.08"
"ZEEL","EQ","07-Feb-2019","        388.00","        389.00","        411.50","        386.00","        405.70","        408.75","        399.30","   15012316","          5994491147.40","     196305","    4026348","         26.82"
"ZEEL","P2","07-Feb-2019","          7.50","          7.50","          7.50","          7.45","          7.50","          7.50","          7.50","    3727813","            27958546.90","         89","    3627813","         97.32"
"ZEEL","EQ","08-Feb-2019","        408.75","        405.65","        409.00","        396.15","        398.95","        398.80","        401.75","    7589058","          3048903733.00","     136320","    2351803","         30.99"
"ZEEL","P2","08-Feb-2019","          7.50","          7.50","          7.55","          7.45","          7.50","          7.50","          7.50","     740336","             5552490.85","         33","     739971","         99.95"
"ZEEL","EQ","11-Feb-2019","        398.80","        399.00","        404.90","        392.80","        404.35","        401.70","        399.26","    4888722","          1951888447.00","      75968","    1013589","         20.73"
"ZEEL","P2","11-Feb-2019","          7.50","          7.50","          7.65","          7.50","          7.65","          7.60","          7.59","    3208403","            24346440.30","         60","    3108303","         96.88"
"ZEEL","EQ","12-Feb-2019","        401.70","        404.00","        419.00","        401.60","        418.00","        414.70","        409.72","    6978555","          2859245965.85","      98646","    1731397","         24.81"
"ZEEL","P2","12-Feb-2019","          7.60","          7.55","          7.75","          7.55","          7.70","          7.65","          7.66","    1816413","            13906054.90","         53","    1814893","         99.92"
"ZEEL","EQ","13-Feb-2019","        414.70","        415.75","        417.95","        386.05","        410.00","        408.20","        404.13","   15416976","          6230522465.55","     209861","    2261203","         14.67"
"ZEEL","P2","13-Feb-2019","          7.65","          7.65","          7.70","          7.60","          7.60","          7.60","          7.61","     570198","             4337043.00","         26","     570195","        100.00"
"ZEEL","EQ","14-Feb-2019","        408.20","        414.50","        439.90","        406.50","        435.00","        433.45","        424.50","   12652652","          5371036919.75","     177584","    3129504","         24.73"
"ZEEL","P2","14-Feb-2019","          7.60","          7.60","          7.60","          7.60","          7.60","          7.60","          7.60","     114750","              872100.00","         10","     114750","        100.00"
"ZEEL","EQ","15-Feb-2019","        433.45","        440.20","        441.00","        421.10","        428.40","        431.35","        429.15","    9519734","          4085370363.75","     123799","    2373162","         24.93"
"ZEEL","P2","15-Feb-2019","          7.60","          7.65","          7.65","          7.60","          7.65","          7.65","          7.65","      30447","              232798.45","         17","      30447","        100.00"
"ZEEL","EQ","18-Feb-2019","        431.35","        429.90","        441.65","        424.00","        437.85","        438.95","        434.97","    6340575","          2757982704.25","      87334","    1756670","         27.71"
"ZEEL","P2","18-Feb-2019","          7.65","          7.65","          7.75","          7.65","          7.75","          7.75","          7.70","     722335","             5562398.00","         59","     722335","        100.00"
"ZEEL","EQ","19-Feb-2019","        438.95","        440.00","        451.00","        433.00","        448.00","        446.45","        444.53","    7740843","          3441007272.80","     101658","    1626677","         21.01"
"ZEEL","P2","19-Feb-2019","          7.75","          7.70","          7.75","          7.65","          7.70","          7.70","          7.70","    2565336","            19753091.20","         48","    2550133","         99.41"
"ZEEL","EQ","20-Feb-2019","        446.45","        447.00","        451.00","        438.40","        446.00","        445.05","        445.09","    5484272","          2440970153.45","     116388","    1094616","         19.96"
"ZEEL","P2","20-Feb-2019","          7.70","          7.80","          7.85","          7.70","          7.80","          7.75","          7.77","     946773","             7354903.25","         42","     933767","         98.63"
"ZEEL","EQ","21-Feb-2019","        445.05","        444.00","        454.90","        440.00","        446.25","        446.50","        448.32","    5404437","          2422919624.95","      82369","    1004446","         18.59"
"ZEEL","P2","21-Feb-2019","          7.75","          7.75","          7.80","          7.75","          7.75","          7.75","          7.78","     485780","             3778360.45","         63","     485780","        100.00"
"ZEEL","EQ","22-Feb-2019","        446.50","        443.75","        450.80","        441.25","        447.50","        448.25","        446.25","    3919632","          1749140642.30","      65964","     963734","         24.59"
"ZEEL","P2","22-Feb-2019","          7.75","          7.80","          7.90","          7.75","          7.75","          7.75","          7.77","    1009416","             7839000.60","         31","     999305","         99.00"
"ZEEL","EQ","25-Feb-2019","        448.25","        447.80","        454.90","        438.00","        446.35","        445.15","        445.09","    4694262","          2089379578.95","      84797","    1069390","         22.78"
"ZEEL","P2","25-Feb-2019","          7.75","          7.75","          7.85","          7.75","          7.80","          7.80","          7.80","      94763","              739152.80","         97","      94763","        100.00"
"ZEEL","EQ","26-Feb-2019","        445.15","        441.00","        488.00","        440.00","        471.90","        469.20","        465.66","   16046457","          7472191994.80","     181489","    2992754","         18.65"
"ZEEL","P2","26-Feb-2019","          7.80","          7.75","          7.90","          7.75","          7.80","          7.80","          7.77","     450867","             3502999.15","         97","     450866","        100.00"
"ZEEL","EQ","27-Feb-2019","        469.20","        472.70","        479.35","        454.00","        462.90","        463.40","        467.27","   12254981","          5726404868.10","     201531","    1988449","         16.23"
"ZEEL","P2","27-Feb-2019","          7.80","          7.75","          7.90","          7.75","          7.75","          7.75","          7.78","     476777","             3707341.65","        110","     419717","         88.03"
"ZEEL","EQ","28-Feb-2019","        463.40","        470.35","        470.50","        458.40","        469.00","        466.70","        464.99","    6557729","          3049255160.70","      89967","     915892","         13.97"
"ZEEL","P2","28-Feb-2019","          7.75","          5.65","          5.85","          5.65","          5.80","          5.80","          5.81","      26682","              155033.40","         44","      26332","         98.69"
